P_NAME,P_PERIOD,S_NAME,S_DEC,S_MAG,S_MASS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_LUMINOSITY,P_TYPE_TEMP,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-901 b,3.5174944,Kepler-901,40.887497,14.699,0.59,4184.0,0.03795618,61.921301,714.66897,Terran,0.57,K,0.089208258,Hot,0,0.30662148,1.36762,2.4430315,0.03795618
Kepler-902 b,40.109955,Kepler-902,46.953823,14.904,0.95,5647.0,0.22538182,15.512719,505.61144,Neptunian,0.93,G,0.78799905,Hot,0,0.30633944,2.54467,7.010777,0.22538182
Kepler-903 b,10.350772,Kepler-903,40.664176,14.659,0.98,5682.0,0.092306741,103.12648,811.87181,Superterran,0.97,G,0.87869273,Hot,0,0.26718301,2.00659,4.6838183,0.092306741
Kepler-903 c,62.922856,Kepler-903,40.664176,14.659,0.98,5682.0,0.30746136,9.2951399,444.84518,Neptunian,0.97,G,0.87869273,Hot,0,0.35287272,2.53346,6.9584217,0.30746136
Kepler-904 b,3.0216686,Kepler-904,40.389049,14.429,1.16,6160.0,0.042969481,1091.7201,1464.4439,Superterran,1.25,F,2.0157261,Hot,0,0.26727027,1.77118,3.7895405,0.042969481
Kepler-905 b,5.0827465,Kepler-905,46.713375,13.984,0.95,5461.0,0.056861248,182.28103,936.11732,Terran,0.86,G,0.58935131,Hot,0,0.2902375,1.41246,2.5805743,0.056861248
Kepler-906 b,41.697998,Kepler-906,40.125487,13.956,1.06,6035.0,0.23989526,21.48596,548.5088,Superterran,1.02,F,1.2365113,Hot,0,0.30824957,2.10748,5.0906262,0.23989526
Kepler-907 b,15.866218,Kepler-907,41.63274,11.049,1.08,6106.0,0.12675539,147.61863,888.03524,Terran,1.38,F,2.3717779,Hot,0,0.29946762,1.19947,1.8651456,0.12675539
Kepler-908 b,1.3405975,Kepler-908,39.376484,11.524,1.11,5973.0,0.024631043,2357.9205,1775.3223,Terran,1.12,G,1.4305227,Hot,0,0.2899725,1.22189,1.9931486,0.024631043
Kepler-909 b,13.932903,Kepler-909,45.370998,11.538,1.17,6154.0,0.11938028,136.41548,870.68452,Terran,1.23,F,1.9441458,Hot,0,0.29037862,1.46851,2.7568324,0.11938028
Kepler-910 b,2.364369,Kepler-910,42.743006,11.6,1.26,6230.0,0.03750679,2158.7559,1736.584,Terran,1.5,F,3.0368501,Hot,0,0.29002435,0.81833,0.47370976,0.03750679
Kepler-911 b,20.310501,Kepler-911,40.750689,11.855,1.34,6112.0,0.16058005,192.01935,948.37732,Neptunian,1.99,F,4.9514019,Hot,0,0.23285802,2.60072,7.2749643,0.16058005
Kepler-912 b,2.5347563,Kepler-912,41.758333,15.341,1.07,5998.0,0.037204455,1032.2159,1444.0677,Neptunian,1.11,G,1.4287638,Hot,0,0.21870717,2.8025,8.2590046,0.037204455
Kepler-913 b,10.296725,Kepler-913,41.952431,15.767,0.63,4687.0,0.079388176,25.527982,572.66288,Superterran,0.61,K,0.16088966,Hot,0,0.30168525,2.06264,4.9081044,0.079388176
Kepler-914 b,4.4096655,Kepler-914,44.89933,13.574,1.1,5877.0,0.054313886,479.16527,1191.9725,Terran,1.15,G,1.4135367,Hot,0,0.28689146,1.37883,2.4771268,0.054313886
Kepler-915 b,4.594896,Kepler-915,45.737137,13.298,1.21,6173.0,0.057626442,746.08502,1331.5025,Superterran,1.38,F,2.4776042,Hot,0,0.28065059,1.50214,2.8648744,0.057626442
Kepler-916 b,32.29688,Kepler-916,45.973301,15.2,0.85,5248.0,0.18797045,12.619868,480.18503,Superterran,0.81,K,0.44589642,Hot,0,0.3660857,1.75997,3.74891,0.18797045
Kepler-917 b,2.9704144,Kepler-917,47.949284,15.759,0.8,5418.0,0.037533371,316.5459,1074.6179,Superterran,0.76,G,0.44593528,Hot,0,0.2635903,1.9057,4.2910395,0.037533371
Kepler-918 b,4.8538693,Kepler-918,48.267838,14.971,1.11,6028.0,0.058077681,455.79839,1177.1671,Superterran,1.14,F,1.5374157,Hot,0,0.27066827,1.73755,3.6681895,0.058077681
Kepler-919 b,11.046034,Kepler-919,48.494404,14.681,1.15,6113.0,0.10167474,177.19473,929.51758,Superterran,1.21,F,1.8317954,Hot,0,0.24964174,2.25321,5.702589,0.10167474
Kepler-920 b,6.531927,Kepler-920,49.158676,15.28,0.89,5403.0,0.06576585,127.5456,856.17251,Superterran,0.85,G,0.55165349,Hot,0,0.24444964,2.42136,6.4437871,0.06576585
Kepler-920 c,100.82741,Kepler-920,49.158676,15.28,0.89,5403.0,0.40771685,3.3185552,343.86041,Neptunian,0.85,G,0.55165349,Hot,0,0.43940235,3.80019,13.850876,0.40771685
Kepler-921 b,51.300634,Kepler-921,49.190811,14.739,0.93,5663.0,0.26368517,10.974538,463.70467,Neptunian,0.91,G,0.76305822,Hot,0,0.31907814,2.86976,8.5983448,0.26368517
Kepler-922 b,0.93846683,Kepler-922,49.533195,13.757,0.95,5671.0,0.018437273,2357.7608,1775.2922,Terran,0.93,G,0.80148082,Hot,0,0.28276164,1.42367,2.6154425,0.018437273
Kepler-923 b,6.9336648,Kepler-923,40.055165,14.042,1.11,5988.0,0.073664647,337.00682,1091.5775,Terran,1.26,G,1.8287608,Hot,0,0.2881146,1.37883,2.4771268,0.073664647
Kepler-924 b,61.037012,Kepler-924,40.397718,14.171,1.14,6167.0,0.31686434,19.527558,535.55847,Neptunian,1.23,F,1.9606256,Hot,0,0.26736942,3.07154,9.6497879,0.31686434
Kepler-925 b,33.867853,Kepler-925,40.490657,15.81,0.77,4673.0,0.1877291,6.2845413,403.37902,Superterran,0.72,K,0.22148115,Hot,0,0.41363534,2.34289,6.0932651,0.1877291
Kepler-926 b,52.06886,Kepler-926,40.700466,14.279,1.01,5806.0,0.2737382,13.860174,491.57194,Superterran,1.01,G,1.038579,Hot,0,0.32714589,2.30926,5.9455152,0.2737382
Kepler-927 b,9.1149903,Kepler-927,41.392695,14.63,0.99,5743.0,0.085092659,131.92591,863.4306,Superterran,0.99,G,0.95524396,Hot,0,0.27906064,1.71513,3.5881927,0.085092659
Kepler-928 b,3.9324613,Kepler-928,41.542828,15.32,0.73,4700.0,0.043892819,111.19601,827.30798,Superterran,0.7,K,0.21422796,Hot,0,0.28697627,1.59182,3.1612732,0.043892819
